"Record","Station","Year","Lat","Lon","LonUTMAlbers","LatUTMAlbers","BottomDepth","BottomTemp","Actinaugeverrilli","Actiniaria","Albatrossiapectoralis","Allocentrotusfragilis","Anoplopomafimbria","Aphrocallistesvastus","Atheresthesstomias","Bathymastersignatus","Bathyplotessp.","Bathyrajaaleutica","Bathyrajainterrupta","Berryteuthismagister","Chionoecetesbairdi","Chlamysrubida","Chlamyssp.","Chrysaoramelanaster","Crossasterpapposus","Ctenodiscuscrispatus","Cyaneacapillata","Dasycottussetiger","Elassochirustenuimanus","Fusitritonoregonensis","Gadusmacrocephalus","Glyptocephaluszachirus","Gorgonocephaluseucnemis","Hemilepidotusjordani","Hemitripterusbolini","Henriciasp.","Hippoglossoideselassodon","Hippoglossusstenolepis","Hyaslyratus","Hydrolaguscolliei","Isopsettaisolepis","Lepidopsettabilineata","Lepidopsettapolyxystra","Lepidopsettasp.","Lethasteriasnanimensis","Lycodesbrevipes","Lycodespalearis","Lyopsettaexilis","Malacocottuszonurus","Mallotusvillosus","Metridiumfarcimen..Metridiumgiganteum.","Microstomuspacificus","Myoxocephaluspolyacanthocephalus","Ophiodonelongatus","Ophiurasarsi","Oregoniagracilis","Paguridae","Pagurusaleuticus","Pagurusbrandti","Pandalopsisdispar","Pandaluseous..borealis.","Pandalusjordani","Parophrysvetulus","Platichthysstellatus","Pleurogrammusmonopterygius","Porifera","Pycnopodiahelianthoides","Rajabinoculata","Rajarhina","Scyphozoa","Sebastesalutus","Sebastesbabcocki","Sebastesborealis","Sebastesbrevispinis","Sebastespolyspinis","Sebastesvariabilis","Sebastesvariegatus","Sebasteszacentrus","Sebastolobusalascanus","Squalusacanthias","Stegophiuraponderosa","Strongylocentrotusdroebachiensis","Thaleichthyspacificus","Thaliacea","Theragrachalcogramma","Zaprorasilenus"
41,"289-180",1987,60.27483,-146.1215,213931.519664533,6163972.95808079,51,8.1,NA,NA,NA,NA,4.3224,NA,3.3249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1561,1.3965,NA,NA,NA,NA,1.8618,5.0938,NA,NA,NA,NA,NA,0.665,NA,NA,0.0932,NA,NA,NA,NA,3.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6448,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.0207,0.0132
42,"295-176",1987,60.09133,-145.659,240698.922911113,6145030.10280639,108,7,NA,NA,NA,NA,NA,NA,11.3198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0264,NA,NA,NA,0.9213,NA,NA,NA,NA,8.095,4.0936,NA,NA,NA,NA,NA,NA,NA,NA,0.0131,NA,NA,NA,NA,0.5923,NA,NA,NA,NA,NA,NA,NA,NA,0.0395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4608,NA,NA,1.5136,NA,22.5737,0.0131
43,"298-173",1987,59.9245,-145.366,258172.128067872,6127485.43210021,93,6.8,NA,NA,NA,NA,0.2724,NA,4.0863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0135,NA,NA,NA,0.5447,NA,NA,NA,NA,11.0329,8.1862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0216,NA,NA,NA,NA,NA,NA,NA,NA,0.0273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4087,NA,NA,0.109,NA,2.2474,NA
44,"307-175",1987,60.04617,-144.67317,295651.58517151,6143826.29500236,192,6,NA,NA,NA,NA,9.9676,NA,10.3368,NA,NA,NA,NA,0.0589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6661,15.5054,NA,NA,NA,NA,3.3966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0881,NA,1.3289,NA,NA,NA,NA,NA,0.0443,0.0296,NA,0.1478,NA,NA,NA,NA,NA,NA,NA,NA,0.0443,NA,NA,NA,NA,NA,NA,NA,0.4431,NA,NA,1.5506,NA,81.2192,NA
45,"304-172",1987,59.8865,-144.8845,285265.370198791,6125144.62698994,218,5.5,NA,NA,NA,NA,11.7032,NA,24.8778,NA,NA,NA,0.6688,0.0133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0764,17.6552,NA,NA,NA,NA,4.0126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2121,NA,NA,NA,NA,NA,NA,NA,0.2674,0.4013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5349,NA,NA,NA,2.1399,NA,27.9542,NA
46,"304-165",1987,59.51083,-144.86583,289425.055327701,6083346.69608778,262,5.3,NA,NA,NA,NA,20.2848,NA,32.4442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2415,NA,NA,1.7633,NA,NA,30.0178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4686,NA,NA,NA,NA,NA,NA,NA,NA,1.5941,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.874,NA,NA,NA,NA,NA,NA,NA,44.6178,NA,NA,NA,NA,NA,0.5361,NA
47,"304-164",1987,59.494,-144.87683,288945.619534851,6081424.30432225,346,4.6,NA,0.0372,NA,NA,1.3633,NA,9.7282,NA,NA,NA,NA,0.3718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3718,NA,NA,3.7179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3718,NA,NA,14.9952,NA,NA,NA,NA,NA,NA,NA,0.0372,NA,NA,NA,NA,NA,NA,NA,2.9742,NA,NA,NA,0.2478,7.8693,NA,NA,NA,NA,NA,26.2106,NA,NA,NA,NA,NA,9.7282,NA
48,"306-165",1987,59.5535,-144.72233,297134.557703535,6088713.00849022,148,6.3,NA,NA,NA,NA,7.3533,NA,15.2512,0.4083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0807,2.1789,NA,0.2726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2681,NA,1.3617,NA,NA,NA,NA,NA,NA,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2726,NA,NA,0.1087,NA,NA,1.2255,1.3617,NA,2.1789,NA,NA,NA,NA,NA,NA
49,"311-167",1987,59.62133,-144.31433,319431.116206528,6098093.89183708,258,5.1,NA,NA,NA,NA,7.9787,NA,79.2697,NA,NA,NA,NA,0.3694,0.6648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.092,NA,NA,2.1424,NA,NA,8.4663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.195,NA,1.4776,NA,NA,NA,NA,NA,0.2954,NA,NA,NA,NA,NA,NA,NA,NA,1.1082,NA,26.9652,NA,NA,NA,NA,NA,NA,NA,32.1363,NA,NA,NA,NA,NA,32.0627,NA
50,"381-144",1987,58.56083,-138.47217,665090.356691311,6022010.2741818,119,6.9,NA,NA,NA,NA,NA,NA,3.4033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1706,NA,NA,NA,NA,NA,NA,10.3149,NA,NA,NA,NA,NA,0.7855,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3273,NA,NA,NA,1.1128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0392,NA
51,"381-141",1987,58.39,-138.52933,664983.881584956,6002615.72220474,123,6.9,NA,NA,NA,NA,NA,NA,29.8238,0.0563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8706,0.5639,NA,NA,NA,NA,NA,5.7956,NA,NA,NA,NA,NA,0.5639,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0283,NA,NA,NA,0.8462,NA,NA,NA,2.4677,NA,NA,2.4677,NA,NA,NA,NA,NA,NA,NA,1.1282,NA
52,"386-144",1987,58.54317,-138.14783,683958.736265462,6023232.69845521,135,6.5,NA,NA,NA,NA,1.3254,NA,16.6024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1396,NA,NA,NA,NA,0.2233,0.6278,NA,NA,NA,NA,NA,NA,NA,NA,0.1396,NA,0.0138,NA,NA,1.186,NA,1.6742,NA,NA,NA,NA,NA,NA,0.1396,NA,NA,NA,NA,NA,NA,NA,2.4416,1.9531,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5344,NA,NA,3.9761,NA,6.2086,NA
53,"390-144",1987,58.514,-137.83383,702465.423720873,6023172.62562471,152,6.4,NA,NA,NA,NA,0.192,NA,13.0642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0768,NA,NA,NA,0.0257,NA,NA,NA,NA,0.2304,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2818,NA,NA,NA,NA,NA,NA,2.3056,NA,NA,NA,NA,NA,NA,2.5617,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1282,NA,NA,NA,NA,NA,NA,NA,NA,1.601,NA,NA,1.1526,NA,3.8425,NA
54,"393-143",1987,58.487,-137.53533,720057.528382083,6023276.32083672,146,6.2,NA,NA,NA,NA,NA,NA,19.0758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1165,NA,NA,NA,0.1746,NA,NA,NA,NA,0.5823,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9027,NA,NA,NA,NA,0.5823,NA,NA,NA,NA,NA,NA,NA,0.0729,3.7859,NA,NA,NA,NA,NA,NA,NA,NA,0.4369,0.0437,NA,NA,NA,NA,NA,NA,NA,NA,3.2764,NA,NA,3.6405,NA,0.4369,NA
55,"398-133",1987,58,-137.12367,753669.947280509,5974108.17929488,353,4.8,NA,NA,NA,NA,33.766,NA,17.9106,NA,NA,NA,NA,0.6606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9362,NA,NA,NA,NA,NA,NA,NA,0.0146,NA,NA,NA,NA,NA,NA,NA,NA,4.4043,NA,5.8725,0.044,6.533,NA,NA,NA,0.235,0.044,12.1851,NA,NA,NA,NA,NA,2.6427,NA
56,"401-133",1987,57.99383,-136.89783,766861.171567748,5975917.58901234,410,4.2,NA,NA,42.9795,NA,67.0211,NA,4.0294,NA,NA,NA,NA,1.3431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0294,NA,NA,NA,NA,NA,NA,NA,0.0133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1063,NA,NA,NA,0.0403,NA,8.0588,NA,NA,NA,NA,NA,NA,NA
57,"398-129",1987,57.82733,-137.13517,756584.107543149,5955000.21668157,408,4.3,NA,NA,1.015,NA,85.8039,NA,11.3684,NA,NA,NA,NA,2.0301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2857,NA,NA,NA,NA,NA,2.4902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0828,NA,NA,12.3157,NA,NA,NA,0.0406,NA,9.6089,NA,NA,NA,NA,NA,NA,NA
58,"400-129",1987,57.833,-136.93,768387.420241465,5957889.78161234,457,4.4,NA,NA,5.2746,NA,54.0635,NA,18.0652,NA,NA,NA,NA,2.3733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0529,NA,NA,5.8019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5273,NA,NA,NA,NA,NA,NA,0.132,NA,12.7906,NA,NA,NA,NA,NA,NA,NA
59,"402-129",1987,57.86067,-136.82367,773975.4479815,5962117.50798965,174,6.2,NA,NA,NA,NA,NA,NA,2.3114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9386,0.3728,NA,NA,NA,NA,0.0595,135.1598,NA,NA,NA,NA,NA,7.6795,NA,NA,NA,NA,NA,NA,NA,0.0299,NA,6.5611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2982,NA,NA,NA,NA,NA,1.2676,NA,1.5211,NA,NA,NA,NA,NA,0.6861,NA
60,"343-157",1984,59.16183,-141.66683,473751.580187209,6062189.10073594,320,5.5,NA,NA,NA,NA,19.0204,NA,22.79145,NA,NA,NA,NA,0.4981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81845,1.22975,NA,NA,2.9067,NA,NA,6.7477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99635,NA,NA,3.2291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.74365,0.3239,1.70135,NA,NA,NA,NA,NA,21.55655,NA,NA,NA,NA,NA,3.543,NA
61,"340-160",1984,59.31967,-141.94,456237.224102447,6077873.36448682,223,5.8,NA,NA,NA,NA,12.4211,NA,28.537,0.0183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.458,3.4125,NA,NA,NA,NA,NA,4.3588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0183,NA,NA,3.7308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.0146,0.3639,NA,NA,NA,NA,NA,0.5461,NA,NA,NA,NA,NA,NA,1.5925,NA
62,"343-160",1984,59.29167,-141.63983,473524.970914627,6076786.43523694,199,6.4,NA,NA,NA,NA,2.3821,NA,6.6114,0.1458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3888,2.4307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0195,NA,NA,1.4098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0836,NA,1.7502,0.0973,NA,0.1944,NA,NA,0.4375,0.2431,NA,NA,NA,NA,0.0096,NA,0.2917,NA
63,"343-159",1984,59.2505,-141.645,473789.405747023,6072181.35878805,207,6,NA,NA,NA,NA,1.3169,NA,2.958,0.0627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566.8619,0.23,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,0.4913,NA
64,"346-161",1984,59.336,-141.40317,486245.398746742,6083350.9199005,342,5,NA,NA,NA,NA,0.7724,NA,NA,NA,NA,NA,NA,0.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.824,NA,NA,NA,NA,NA,NA,NA,0.618,NA,NA,NA,0.0515,NA,0.1544,NA
65,"344-162",1984,59.3845,-141.57417,475961.763008142,6087540.4554828,194,6.3,NA,NA,NA,NA,0.1571,NA,11.3161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9954,NA,0.9429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3144,NA,0.0524,NA
66,"343-162",1984,59.37833,-141.68833,469627.324781347,6086073.74228416,192,6.4,NA,NA,NA,NA,0.4775,NA,9.7632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6368,0.3184,NA,NA,NA,NA,NA,20.2904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1225,NA,0.4244,NA,NA,NA,NA,NA,NA,0.3926,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3265,NA,NA,NA,NA,NA,0.1591,NA,NA,NA,NA,NA,0.6368,NA,0.0213,NA
67,"341-162",1984,59.40533,-141.811,462371.709469734,6088242.72743089,192,6.4,NA,NA,NA,NA,0.3252,NA,7.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6503,NA,NA,NA,NA,NA,NA,NA,NA,0.1517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4334,NA,NA,NA
68,"339-162",1984,59.4065,-141.9775,452998.339429043,6087268.62753232,201,6.3,NA,NA,NA,NA,10.3501,NA,6.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9639,1.6897,NA,NA,NA,NA,NA,10.8886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4224,NA,0.4224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0212,0.1057,NA,NA,NA,NA,0.6338,0.0105,NA,NA,NA,NA,0.0105,NA,0.4224,0.1057
69,"340-163",1984,59.45283,-141.901,456691.881050396,6092917.14773464,190,6.3,NA,NA,NA,NA,NA,NA,8.0252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1542,NA,NA,NA,NA,NA,0.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0289,NA,0.8232,NA,NA,NA,NA,NA,NA,0.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3087,NA,0.0102,NA
70,"341-163",1984,59.442,-141.765,464468.73263513,6092622.30843784,190,6.5,NA,NA,NA,NA,NA,NA,8.7588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2638,NA,NA,1.3719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2638,NA,0.6333,NA,NA,NA,NA,NA,NA,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7387,NA,0.1898,NA
71,"345-164",1984,59.48367,-141.5305,477059.253029936,6098846.18044544,168,6.6,NA,NA,NA,NA,0.7809,NA,5.3102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0103,NA,NA,NA,NA,0.833,NA,0.4164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3016,NA,NA,6.5597,NA,NA,NA
72,"344-165",1984,59.51267,-141.5665,474646.485607615,6101815.77396569,163,6.5,NA,NA,NA,NA,NA,NA,15.4242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5074,NA,NA,NA,NA,0.2029,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0101,NA,NA,NA,NA,0.8626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.964,NA,NA,1.6235,NA,0.0101,NA
73,"344-166",1984,59.57917,-141.518,476451.185330393,6109528.25760922,130,6.8,NA,NA,NA,NA,0.4745,NA,25.3066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0545,NA,NA,NA,NA,58.3634,0.8013,NA,NA,NA,NA,NA,NA,NA,NA,0.3692,NA,NA,NA,NA,1.2653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8504,NA,NA,1.2653,NA,0.0105,NA
74,"342-166",1984,59.56667,-141.7,466445.361341592,6106898.14055102,154,6.6,NA,NA,NA,NA,0.3162,NA,8.2193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0105,NA,NA,NA,0.158,NA,NA,NA,NA,1.0538,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0105,NA,NA,NA,NA,0.6324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3162,NA,NA,0.4214,NA,0.0105,NA
75,"341-166",1984,59.589,-141.7625,462652.532522162,6108955.8456538,154,6.6,NA,NA,NA,NA,NA,NA,8.7411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0103,NA,NA,NA,NA,0.2602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3122,NA,NA,NA,NA,NA,NA,NA,NA,0.0103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4162,NA,NA,NA
76,"343-168",1984,59.6605,-141.67433,466618.913968692,6117484.44934879,117,7,NA,NA,NA,NA,1.5536,NA,41.2206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3108,NA,NA,NA,NA,65.4556,1.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8286,NA,0.2071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932,NA,0.5179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7964,NA,NA,1.3465,NA,0.0208,NA
77,"343-169",1984,59.7335,-141.676,465544.142784929,6125573.66388613,80,7.1,NA,NA,NA,NA,1.2095,NA,38.8248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3629,NA,NA,NA,NA,33.1401,4.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7258,NA,0.2419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9915,NA,NA,0.3629,NA,0.1813,NA
78,"346-169",1984,59.73217,-141.3925,481337.29603598,6127370.63010043,51,8.5,NA,NA,NA,NA,NA,NA,23.1399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9374,0.5381,NA,NA,NA,NA,1.184,6.3284,NA,1.3992,3.3902,NA,NA,0.2152,NA,NA,NA,NA,NA,NA,NA,0.0539,NA,0.4304,NA,NA,NA,NA,NA,NA,NA,NA,1.1302,6.5653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0216
79,"348-167",1984,59.63683,-141.1885,494040.538393694,6118239.6920777,80,7.5,NA,NA,NA,NA,2.7676,NA,19.8348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.692,0.692,NA,NA,NA,NA,28.9449,20.3999,NA,NA,NA,NA,NA,NA,NA,NA,0.0231,NA,NA,NA,NA,0.2306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0758,NA,NA,NA,NA,0.692,NA
80,"349-165",1984,59.53767,-141.163,496877.719525767,6107428.36814313,179,6,NA,NA,NA,NA,1.6662,NA,230.3213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4165,NA,NA,NA,NA,4.999,10.2376,NA,NA,NA,NA,NA,NA,NA,NA,0.0103,NA,NA,NA,NA,32.3897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9471,NA,NA,NA,NA,0.3646,NA,NA,NA,NA,0.1042,0.2604,NA,NA,0.2395,NA,NA,NA
81,"350-160",1984,59.30617,-141.0965,503925.346030819,6082242.02629523,210,7.1,NA,NA,NA,NA,7.7801,NA,8.9208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8297,4.9791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8337,NA,NA,NA,NA,NA,NA,NA,1.0373,NA,NA,NA,0.6225,NA,2.5934,NA
82,"349-163",1984,59.43183,-141.13983,499688.002832881,6095860.26183715,338,5,NA,NA,NA,NA,8.8011,NA,3.5819,NA,NA,NA,NA,0.4093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9678,NA,NA,NA,NA,NA,9.6914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7397,NA,1.228,NA,0.8188,NA,NA,NA,NA,NA,5.117,NA,NA,NA,NA,NA,0.6651,NA
83,"354-164",1984,59.46633,-140.75733,520618.583115001,6102511.20181567,311,5.2,NA,NA,NA,NA,9.8415,NA,7.3813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579,3.1842,NA,NA,NA,NA,0.2895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8683,NA,NA,NA,NA,NA,NA,NA,0.2412,NA,NA,NA,NA,NA,NA,NA,NA,1.2544,NA,0.0966,NA,NA,NA,NA,NA,NA,NA,9.0215,NA,NA,NA,0.1929,NA,2.171,NA
84,"353-165",1984,59.555,-140.7715,518503.824755726,6112228.68312813,289,5.6,NA,NA,NA,NA,4.7002,NA,4.3085,NA,NA,NA,NA,0.3428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8472,NA,NA,NA,NA,0.4406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8115,NA,NA,NA,NA,NA,NA,NA,0.1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8812,NA,NA,NA,NA,NA,NA,NA,2.5949,NA,NA,NA,0.098,NA,6.5118,NA
